Student_ID,Age,Gender,Attendance_Rate,Prior_GPA,LMS_Logins,Study_Hours_Per_Week,Assignment_Submission_Rate,Engagement_Score,Final_Academic_Performance
1288,18,Male,54.67,2.81,237,24.0,68.19,68.06,High
1289,18,Male,88.44,1.33,169,22.9,89.77,46.59,Medium
1290,24,Male,45.3,2.41,274,28.0,71.97,48.2,High
1291,18,Female,52.95,1.59,226,21.0,79.06,9.39,Medium
1292,19,Female,54.93,2.57,297,23.8,69.42,34.12,Low
1293,18,Male,88.87,2.1,54,8.6,75.16,62.31,High
1294,21,Female,76.62,1.66,181,9.0,42.42,72.76,Low
1295,24,Female,66.36,1.61,268,3.9,39.56,95.8,High
1296,24,Female,78.14,1.61,91,5.7,67.36,80.59,High
1297,21,Male,41.35,2.85,248,21.8,93.02,40.43,Low
1298,20,Male,51.13,3.22,118,30.5,50.74,37.29,High
1299,18,Male,50.13,1.08,134,8.0,71.17,57.5,High
1300,22,Male,93.33,2.81,267,39.8,83.19,41.25,Medium
1301,24,Male,58.96,1.29,174,3.2,53.84,67.01,High
1302,21,Female,88.04,2.5,94,10.2,67.52,13.53,Medium
1303,22,Male,49.34,3.28,192,6.3,35.89,1.93,Medium
1304,22,Male,79.95,1.9,89,34.2,75.85,5.67,High
1305,20,Male,82.7,1.02,12,22.0,99.06,25.06,Medium
1306,17,Male,85.53,1.67,46,18.3,72.38,15.99,High
1307,24,Female,61.19,2.31,163,33.5,86.06,2.52,High
1308,19,Female,94.05,2.62,134,6.1,94.03,58.82,Medium
1309,19,Female,92.35,1.24,92,31.0,61.75,74.9,High
1310,23,Male,79.82,1.61,182,24.2,71.69,88.78,Medium
1311,23,Male,77.7,2.99,46,35.0,65.9,32.44,Low
1312,18,Female,97.92,2.45,28,6.8,94.63,14.75,Low
1313,21,Female,57.46,3.61,199,13.8,62.2,7.82,High
1314,23,Male,61.3,1.2,95,25.6,91.58,76.09,Low
1315,19,Male,56.56,2.72,273,16.5,76.13,5.97,Medium
1316,22,Female,42.36,2.81,84,9.7,48.49,51.05,High
1317,17,Male,93.9,1.89,163,26.8,85.8,7.25,High
1318,23,Male,92.38,1.54,281,32.6,37.61,89.84,Low
1319,20,Female,66.78,2.23,140,11.1,77.2,24.6,High
1320,17,Male,73.15,3.26,118,39.8,39.05,55.09,High
1321,24,Female,44.7,3.29,227,37.7,62.86,95.3,High
1322,21,Female,63.4,3.77,242,39.2,30.96,30.46,High
1323,23,Male,87.14,1.06,187,3.4,81.7,93.13,Medium
1324,23,Male,81.35,1.49,233,23.7,70.23,99.59,Medium
1325,24,Female,61.09,3.49,177,31.0,76.7,60.07,High
1326,17,Female,94.29,2.61,129,34.1,99.76,66.57,Low
1327,19,Male,50.39,1.58,168,1.8,39.64,64.23,High
1328,19,Female,97.66,1.97,36,23.1,68.66,33.23,High
1329,19,Male,77.11,1.53,245,8.1,45.49,89.98,Medium
1330,24,Male,90.27,1.13,52,27.3,48.24,90.34,Low
1331,18,Female,63.95,2.41,121,31.6,97.36,51.74,Medium
1332,20,Female,75.48,2.27,270,28.5,40.75,7.72,High
1333,20,Female,41.11,2.99,71,31.9,57.97,22.87,Medium
1334,24,Male,78.63,2.05,214,7.5,76.23,3.02,High
1335,17,Female,43.5,3.83,236,32.5,77.01,47.23,Medium
1336,21,Female,62.11,1.88,75,27.7,71.83,68.45,High
1337,21,Male,91.67,3.84,42,7.7,79.8,47.28,Medium
1338,22,Female,64.64,1.47,239,8.2,89.24,8.38,High
1339,17,Male,53.75,1.51,33,21.3,92.31,66.86,Low
1340,22,Male,90.63,3.25,198,40.0,49.54,28.36,Medium
1341,19,Male,96.62,2.82,71,25.4,60.52,49.16,Low
1342,21,Female,49.77,1.47,233,4.1,34.81,82.54,High
1343,19,Male,51.41,3.36,167,14.0,52.44,74.0,High
1344,17,Male,97.17,2.67,97,1.5,49.46,77.05,Medium
1345,17,Male,70.04,1.25,208,27.4,41.97,33.22,Low
1346,17,Female,63.19,3.46,219,27.9,62.33,68.96,Low
1347,22,Female,78.74,1.05,9,9.8,91.91,29.92,Low
1348,19,Male,67.38,1.23,243,16.1,79.21,94.17,High
1349,20,Female,66.35,3.31,82,14.5,85.0,86.12,Low
1350,20,Female,84.89,3.64,168,26.5,83.39,89.11,Medium
1351,24,Male,41.76,3.69,189,11.8,57.92,10.14,Medium
1352,17,Male,50.79,3.24,136,23.2,95.09,57.93,Low
1353,24,Female,74.06,2.53,87,32.7,87.44,30.65,Medium
1354,17,Female,74.52,2.48,215,27.0,56.64,49.31,Medium
1355,19,Male,88.24,1.73,106,9.6,96.59,35.13,Low
1356,23,Male,72.78,2.47,160,32.1,43.84,80.91,Medium
1357,20,Female,82.5,1.84,89,9.8,73.07,93.7,Medium
1358,18,Male,91.81,1.56,82,28.1,52.0,75.46,Low
1359,24,Female,51.88,3.12,212,35.0,80.81,95.68,Medium
1360,17,Female,60.31,3.64,174,22.5,54.74,30.98,High
1361,18,Female,77.83,1.37,273,20.0,38.36,35.12,Medium
1362,17,Female,50.5,1.89,193,6.3,35.13,97.25,High
1363,21,Female,93.49,1.56,67,9.5,43.79,54.92,Low
1364,20,Female,65.27,2.97,155,16.0,33.06,39.08,Medium
1365,23,Female,60.14,1.24,94,29.9,85.15,38.09,High
1366,22,Male,56.77,2.6,53,38.1,49.08,39.35,Medium
1367,22,Male,83.96,3.31,216,6.6,99.94,61.9,Medium
1368,19,Female,70.89,1.86,152,28.0,78.16,65.77,Medium
1369,17,Female,52.67,3.33,171,2.5,44.68,48.3,High
1370,18,Female,70.55,3.95,112,22.4,41.57,53.04,High
1371,22,Male,69.01,1.98,294,27.1,62.68,95.41,Low
1372,23,Male,87.78,1.36,8,35.2,65.78,42.27,High
1373,24,Male,65.94,2.95,192,32.0,91.22,89.82,Low
1374,24,Male,51.46,2.57,13,14.4,48.88,27.32,High
1375,18,Female,77.93,1.51,271,10.2,58.92,52.02,High
1376,23,Male,85.53,1.94,20,30.8,54.0,50.42,Medium
1377,17,Female,60.7,3.26,164,25.7,38.66,21.64,High
1378,17,Female,47.96,1.23,87,38.4,59.1,33.03,Low
1379,23,Female,67.5,3.58,28,27.1,77.23,80.16,High
1380,17,Male,80.68,1.09,244,38.2,78.39,34.35,High
1381,18,Male,44.85,2.5,161,15.9,41.25,28.31,Medium
1382,23,Male,57.3,1.88,200,24.9,93.59,87.56,Medium
1383,24,Male,53.3,1.46,212,20.4,43.74,38.82,High
1384,21,Male,68.7,1.89,192,32.2,55.32,6.91,High
1385,20,Female,97.81,2.09,143,12.7,71.74,5.55,Low
1386,17,Male,62.72,2.96,86,15.0,51.36,7.48,High
1387,20,Female,73.26,3.29,196,23.2,97.26,52.42,Medium
1388,20,Male,85.08,2.86,248,35.3,67.64,22.2,Medium
1389,17,Female,80.73,3.88,271,6.4,93.55,96.63,Medium
1390,24,Female,69.58,3.32,215,22.5,37.66,74.24,High
1391,19,Male,79.54,1.72,178,21.1,78.01,95.32,High
1392,23,Female,88.18,1.09,172,23.3,53.55,20.2,Low
1393,23,Male,97.82,1.82,201,21.5,74.69,5.4,High
1394,20,Male,47.36,3.45,140,8.0,59.25,77.87,High
1395,17,Male,43.14,2.75,56,4.0,38.84,44.22,Low
1396,20,Male,49.92,2.99,123,31.4,78.47,32.62,High
1397,19,Male,72.88,3.02,61,23.9,49.5,60.99,Medium
1398,17,Female,76.76,3.41,10,10.2,35.48,37.49,Low
1399,20,Male,41.86,2.89,98,37.1,60.89,56.6,High
1400,20,Male,72.91,3.76,203,14.7,87.54,99.21,High
1401,21,Male,46.26,2.95,212,19.4,49.97,35.0,Medium
1402,20,Female,51.49,1.41,145,34.4,35.52,68.84,High
1403,21,Female,40.6,2.83,12,25.4,40.78,28.75,Medium
1404,20,Male,43.81,3.83,82,26.5,79.55,97.67,High
1405,23,Female,92.41,2.25,174,20.0,34.25,83.91,High
1406,21,Female,45.73,3.51,160,21.4,33.85,20.84,High
1407,21,Male,88.05,2.71,193,19.7,55.87,36.41,High
1408,19,Male,97.49,2.48,88,19.1,78.85,31.21,High
1409,17,Female,96.61,3.89,238,13.1,95.23,95.6,High
1410,19,Female,83.2,2.08,179,4.6,98.46,11.13,Low
1411,19,Female,46.65,1.99,15,13.4,96.42,67.82,Low
1412,18,Female,55.64,3.21,190,16.0,37.26,57.46,Medium
1413,21,Female,45.46,3.51,198,15.9,50.81,62.67,High
1414,19,Female,65.09,3.37,104,18.0,31.26,57.76,Medium
1415,21,Female,98.06,2.88,97,1.7,56.34,57.77,High
1416,20,Male,46.54,2.44,206,13.7,98.55,63.74,High
1417,22,Female,48.37,1.65,162,11.1,53.79,2.47,Low
1418,19,Female,95.38,3.2,103,11.7,76.19,36.09,Medium
1419,17,Female,70.19,1.48,79,4.1,63.49,76.91,High
1420,24,Female,67.41,1.06,144,32.1,79.11,58.37,High
1421,17,Female,81.1,3.65,145,37.8,35.07,31.9,Medium
1422,23,Female,84.19,3.15,243,38.7,38.34,14.34,High
1423,20,Male,73.25,1.33,261,23.2,45.45,35.33,High
1424,21,Male,97.58,2.44,136,31.2,84.03,73.25,Medium
1425,17,Male,56.5,3.01,29,10.1,64.66,62.92,High
1426,21,Female,77.54,1.57,97,37.3,87.89,12.88,High
1427,23,Female,79.2,3.51,131,15.6,69.82,63.94,Medium
1428,18,Male,49.17,2.47,135,26.3,49.92,70.25,Low
1429,23,Female,97.83,3.57,286,15.5,52.48,96.91,High
1430,19,Female,42.84,2.75,65,39.5,57.44,97.16,Medium
1431,23,Male,42.46,3.88,49,15.4,84.08,56.85,Low
1432,21,Male,64.43,1.48,114,28.3,99.57,7.85,High
1433,18,Male,85.54,3.09,132,36.1,43.14,13.2,Medium
1434,21,Male,92.46,1.33,122,39.0,65.1,31.88,High
1435,17,Male,90.5,3.18,283,12.2,66.63,0.75,Medium
1436,22,Female,64.84,2.35,29,16.7,46.08,76.8,High
1437,21,Male,77.89,2.44,117,38.7,94.83,36.97,Low
1438,23,Male,72.31,2.25,86,18.7,64.34,97.86,High
1439,18,Male,68.67,3.93,122,8.3,90.87,66.78,High
1440,17,Female,63.06,1.38,138,17.9,89.33,15.14,High
1441,20,Male,83.38,3.38,224,11.0,89.12,78.14,High
1442,18,Female,51.21,2.19,205,18.9,55.87,5.88,Medium
1443,19,Male,47.58,3.95,40,25.2,94.87,33.55,High
1444,17,Male,51.62,2.8,282,26.3,83.41,11.06,High
1445,22,Male,61.69,3.0,129,27.2,38.16,1.16,High
1446,19,Male,63.27,1.7,110,39.6,48.9,96.33,Medium
1447,20,Female,68.62,3.35,21,2.0,89.14,35.62,High
1448,17,Male,74.89,2.1,176,27.5,71.31,53.81,High
1449,21,Male,82.27,1.84,47,1.1,33.91,28.58,Medium
1450,18,Female,97.5,3.62,142,12.9,91.61,99.12,Medium
1451,21,Male,97.62,1.59,11,22.8,80.19,15.05,High
1452,22,Female,44.1,3.75,100,33.9,38.01,62.93,Medium
1453,17,Female,58.1,3.12,135,21.0,34.51,73.23,Medium
1454,19,Female,99.81,2.17,78,16.1,44.35,68.91,High
1455,19,Female,45.91,2.9,200,28.0,48.5,95.43,Medium
1456,17,Male,62.73,1.04,275,18.0,74.95,44.1,Medium
1457,17,Male,67.13,2.34,98,31.7,48.37,67.88,Medium
1458,23,Male,87.05,2.11,17,2.6,30.44,56.52,Medium
1459,24,Male,80.85,3.15,255,25.2,53.33,39.8,High
1460,19,Male,86.9,3.1,288,22.9,86.21,47.17,High
1461,17,Male,49.27,3.26,171,29.8,54.0,13.9,Medium
1462,19,Female,52.89,3.34,54,4.8,55.51,42.96,High
1463,17,Male,51.05,1.14,53,18.4,92.96,2.23,Low
1464,17,Male,60.73,3.91,110,5.0,37.88,88.64,Medium
1465,22,Female,67.85,1.81,13,20.3,82.28,85.9,High
1466,22,Female,95.59,2.14,247,24.1,93.46,85.85,Medium
1467,17,Male,95.74,3.65,269,29.8,95.26,83.35,High
1468,22,Female,67.45,2.94,99,13.0,31.94,96.99,Medium
1469,17,Male,91.77,3.23,190,9.7,82.67,92.71,Medium
1470,23,Male,43.37,3.5,111,37.1,48.03,88.31,High
1471,17,Female,56.64,1.24,33,27.6,88.02,59.89,High
1472,18,Female,76.05,1.73,6,25.1,94.3,28.08,High
1473,22,Male,52.77,3.96,83,18.8,60.11,5.51,High
1474,22,Male,80.96,3.85,282,3.8,69.34,4.59,Medium
1475,23,Male,85.19,3.98,101,30.0,65.18,21.79,Low
1476,21,Female,72.29,3.92,175,24.0,34.33,65.4,Medium
1477,20,Female,98.29,3.83,293,26.0,79.55,7.67,Medium
1478,22,Male,78.38,2.01,29,7.8,31.61,30.77,Medium
1479,19,Male,44.37,2.41,25,12.7,43.84,72.24,Medium
1480,20,Female,87.99,2.69,191,23.0,45.38,85.83,Medium
1481,21,Male,58.72,2.57,154,22.2,46.73,37.56,Medium
1482,24,Female,78.83,3.42,229,35.0,86.4,28.58,Medium
1483,23,Male,49.46,2.03,86,34.6,84.57,28.74,High
1484,23,Female,94.4,1.78,295,36.9,78.78,96.97,High
1485,19,Female,61.12,3.69,26,15.8,58.08,35.93,Low
1486,19,Male,99.8,3.25,71,5.0,97.1,9.83,Medium
1487,19,Female,60.45,3.36,106,4.8,40.93,87.65,Low
1488,20,Male,57.67,1.17,295,8.7,99.84,86.41,Low
1489,19,Female,64.54,1.74,59,15.2,74.31,81.87,High
1490,19,Female,45.93,1.93,244,34.3,76.04,71.44,High
1491,21,Female,60.53,1.18,242,15.3,65.84,1.2,Low
1492,22,Male,61.29,1.11,252,31.5,86.45,66.05,High
1493,18,Male,54.43,3.95,177,9.1,41.49,10.4,Medium
1494,22,Female,61.84,2.24,254,28.5,63.77,76.56,Medium
1495,18,Male,77.14,1.23,146,34.8,88.44,89.38,High
1496,17,Male,42.17,1.61,51,25.6,92.88,54.89,Low
1497,22,Male,50.25,2.23,95,9.6,35.84,34.65,Low
1498,19,Male,95.64,1.57,185,18.2,87.18,98.32,High
1499,23,Male,66.68,2.17,291,4.1,99.67,25.26,Medium
1500,23,Male,87.17,3.66,44,32.3,72.4,27.6,Medium
1501,20,Male,52.22,2.64,250,36.5,86.66,68.07,Low
1502,22,Female,43.12,2.74,84,1.1,37.87,49.76,Low
1503,20,Female,88.23,2.8,267,24.5,90.35,78.77,Medium
1504,18,Male,99.17,1.52,204,13.3,88.26,74.29,Medium
1505,17,Male,71.85,1.63,292,30.9,81.64,63.2,Medium
1506,23,Male,45.97,3.28,232,16.3,39.83,7.14,High
1507,21,Female,79.36,2.45,125,8.0,92.17,37.96,Low
1508,18,Male,63.99,2.36,258,2.5,94.38,62.36,Medium
1509,22,Female,75.17,2.73,151,25.9,55.3,51.08,Low
1510,23,Male,64.36,1.97,267,26.7,41.63,58.37,High
1511,24,Female,42.95,2.64,143,4.5,95.67,58.5,High
1512,22,Male,51.75,3.3,227,14.7,42.2,14.12,High
1513,18,Female,68.38,3.57,217,11.6,52.52,84.51,Medium
1514,24,Female,48.45,3.07,24,21.8,77.76,64.15,Medium
1515,20,Male,69.45,3.98,20,31.0,60.83,49.77,Low
1516,19,Female,75.33,1.5,246,1.0,81.63,85.43,Low
1517,17,Male,50.76,3.07,217,25.8,69.36,52.59,Low
1518,24,Male,79.63,2.6,6,30.6,69.54,51.52,Medium
1519,20,Male,94.65,3.15,147,11.5,82.87,36.29,Low
1520,18,Male,47.88,2.87,33,19.0,30.39,68.3,Medium
1521,22,Male,49.63,3.41,30,10.1,73.58,56.48,High
1522,21,Male,54.91,3.12,183,32.4,72.12,40.45,High
1523,21,Male,94.02,1.03,84,29.8,48.65,6.68,High
1524,23,Female,52.41,3.2,206,5.2,97.22,39.56,Medium
1525,18,Male,80.42,3.11,98,29.0,74.77,25.85,High
1526,20,Female,82.33,3.64,142,4.2,91.25,53.58,Medium
1527,20,Female,95.24,3.99,197,30.2,93.67,37.49,Medium
1528,18,Female,89.48,1.8,219,16.6,70.66,48.0,High
1529,17,Female,66.69,3.24,227,17.6,40.95,3.72,Low
1530,22,Female,47.82,1.06,137,37.5,85.53,94.52,Medium
1531,24,Female,92.67,1.49,128,13.4,44.09,46.33,High
1532,18,Female,67.16,2.53,23,9.5,40.69,72.72,Medium
1533,22,Female,93.4,1.58,200,25.5,31.44,21.96,Medium
1534,19,Male,95.48,1.51,127,7.2,95.03,29.69,Medium
1535,22,Male,53.22,1.33,175,22.1,66.61,21.52,Medium
1536,23,Female,86.96,3.75,29,39.6,75.49,87.04,Low
1537,21,Female,99.7,2.93,226,36.8,70.8,35.69,High
1538,22,Female,47.46,3.38,105,25.9,71.6,92.89,Low
1539,24,Male,51.6,2.3,279,7.8,40.64,61.5,Medium
1540,18,Female,63.72,3.41,114,6.7,41.78,47.47,High
1541,23,Female,54.11,1.89,293,9.3,71.25,63.85,Medium
1542,23,Male,59.68,1.28,221,37.0,55.45,31.59,Medium
1543,17,Male,88.66,3.12,159,1.4,98.73,61.16,High
1544,24,Female,57.45,2.25,174,21.3,65.13,77.23,Medium
1545,22,Female,85.91,3.14,237,18.2,49.17,40.94,Medium
1546,19,Male,81.22,3.81,282,6.0,97.19,90.09,Medium
1547,19,Female,93.95,3.68,9,9.1,77.57,84.32,High
1548,24,Female,79.94,2.06,168,3.3,73.41,46.46,High
1549,21,Female,52.64,3.25,123,3.4,64.76,32.27,High
1550,20,Female,55.97,2.49,253,2.2,60.38,13.09,Low
1551,20,Female,86.7,1.38,244,24.6,48.48,86.46,Low
1552,23,Female,42.68,1.42,147,34.8,65.83,36.58,High
1553,19,Male,70.06,1.51,28,9.0,48.96,44.46,Medium
1554,22,Male,78.51,1.93,100,29.4,42.7,42.35,Medium
1555,24,Female,54.39,1.72,179,5.2,66.31,9.73,Medium
1556,23,Male,67.1,1.08,98,9.6,92.24,56.26,High
1557,22,Female,89.96,3.6,90,19.5,75.76,23.69,Medium
1558,20,Female,64.56,1.45,212,35.6,87.35,44.6,Medium
1559,17,Female,42.65,2.93,16,19.4,63.34,55.25,Medium
1560,23,Female,68.56,3.95,10,5.8,53.49,97.33,Medium
1561,21,Female,84.68,1.15,197,1.7,68.78,17.93,High
1562,24,Female,41.88,3.66,265,31.5,59.87,49.25,High
1563,22,Female,82.19,1.57,289,9.7,71.6,55.6,Medium
1564,19,Female,77.2,1.72,259,37.2,77.93,12.71,High
1565,24,Male,48.01,3.5,27,9.0,90.36,99.94,Medium
1566,17,Female,79.9,1.54,220,33.4,92.79,47.09,High
1567,23,Male,96.05,2.7,55,6.1,45.51,26.32,Medium
1568,22,Male,80.04,3.83,152,14.3,35.89,76.22,High
1569,24,Female,74.57,3.65,202,26.3,59.01,56.98,Medium
1570,20,Female,46.0,3.22,170,10.6,42.21,57.03,Medium
1571,21,Male,86.57,3.31,37,14.8,53.91,0.72,Medium
1572,23,Male,85.72,3.14,31,39.1,99.11,68.29,Low
1573,22,Female,47.76,3.79,272,1.5,62.52,85.16,Medium
1574,17,Male,73.54,1.12,55,21.7,75.95,97.73,High
1575,21,Male,57.75,2.07,155,1.9,68.88,73.16,Low
1576,22,Female,75.8,2.83,198,39.4,92.05,61.12,Medium
1577,23,Female,46.28,1.91,19,21.9,61.82,26.54,Medium
1578,21,Male,70.99,3.57,210,11.0,81.43,94.52,High
1579,21,Male,60.41,2.28,277,4.1,68.54,19.85,High
1580,24,Male,60.4,1.65,290,39.2,67.63,73.79,Low
1581,18,Female,92.55,2.7,117,38.9,58.65,85.34,Low
1582,22,Male,63.24,1.76,162,2.9,42.71,27.76,Low
1583,18,Male,84.36,1.97,251,16.6,38.93,55.74,Medium
1584,22,Male,48.84,3.07,198,35.5,33.14,3.34,High
1585,23,Female,40.91,1.24,108,9.0,96.85,80.8,Medium
1586,22,Female,94.35,1.45,227,19.0,71.12,55.22,High
1587,22,Female,48.25,3.64,119,22.6,79.65,24.51,Medium
1588,22,Female,83.7,1.41,187,28.9,89.02,36.06,Medium
1589,23,Male,91.76,2.39,251,32.8,36.34,3.67,High
1590,17,Female,78.25,1.52,240,3.7,31.25,66.2,High
1591,20,Male,69.97,1.76,118,16.5,63.07,46.08,Low
1592,24,Female,69.58,2.08,56,11.3,45.3,30.93,High
1593,18,Female,61.67,2.84,88,17.9,99.28,53.09,Medium
1594,17,Male,56.35,1.51,221,33.9,65.75,25.96,High
1595,24,Male,51.93,2.69,79,31.1,91.25,21.43,Medium
1596,18,Male,71.8,2.73,47,15.5,89.92,6.08,High
1597,21,Female,42.77,2.33,270,31.1,52.31,90.02,Low
1598,18,Female,94.24,3.22,24,26.6,53.23,21.16,Low
1599,23,Male,93.41,2.53,291,13.7,48.4,27.76,High
1600,23,Female,53.37,1.57,219,6.4,96.6,86.87,Medium
1601,23,Female,45.18,2.47,108,15.8,55.86,73.43,Low
1602,24,Female,80.37,3.95,49,23.3,76.27,69.3,Medium
1603,18,Male,46.13,2.65,11,39.6,48.99,95.57,High
1604,18,Female,81.93,3.03,258,20.4,95.56,90.93,Medium
1605,21,Female,86.78,2.7,61,35.8,98.25,77.07,High
1606,19,Male,87.21,1.15,268,15.4,32.92,97.75,Medium
1607,22,Female,84.41,3.0,290,14.0,70.33,96.24,Low
1608,20,Female,61.94,1.02,198,26.6,91.96,67.33,Medium
1609,23,Male,66.13,3.24,130,26.4,64.39,76.68,Medium
1610,22,Female,59.28,1.09,270,21.5,43.43,47.26,High
1611,20,Male,75.35,1.94,105,12.5,72.17,9.38,High
1612,19,Male,78.09,3.46,57,27.4,74.12,96.87,High
1613,24,Female,61.21,2.01,138,7.7,54.61,97.53,Medium
1614,21,Male,85.12,2.23,16,7.0,92.8,34.43,High
1615,24,Male,69.72,3.85,169,6.3,37.01,82.72,Low
1616,23,Female,93.71,1.15,130,24.4,82.6,38.48,High
1617,22,Male,70.1,1.55,66,33.8,54.0,63.71,Low
1618,18,Male,75.01,1.58,167,33.9,68.84,20.46,High
1619,18,Female,68.03,2.78,157,4.0,37.83,4.78,Low
1620,17,Female,75.69,1.98,201,34.9,45.02,19.76,Medium
1621,22,Male,42.77,3.49,245,17.1,58.09,85.83,Medium
1622,24,Male,80.77,3.56,193,12.0,75.71,51.68,Medium
1623,19,Male,83.61,1.04,232,28.6,98.15,31.57,Medium
1624,22,Female,86.02,2.6,65,14.4,89.57,25.86,High
1625,18,Male,88.01,1.44,35,13.7,97.03,80.18,High
1626,24,Female,68.13,1.62,241,30.3,74.46,34.76,Medium
1627,24,Male,68.7,3.64,248,22.9,77.26,3.66,Medium
1628,21,Male,72.51,2.78,224,1.2,76.74,64.77,High
1629,21,Male,68.41,1.1,94,27.1,96.93,95.64,Medium
1630,22,Male,96.22,1.89,269,2.8,85.73,80.14,Medium
1631,24,Female,80.87,3.44,37,13.6,85.46,51.35,High
1632,17,Female,76.45,1.3,261,35.0,58.32,33.51,High
1633,24,Female,54.55,3.3,236,3.3,82.16,78.67,Low
1634,22,Male,91.06,3.24,120,16.8,90.79,64.86,Low
1635,24,Female,77.9,1.36,151,32.5,66.69,44.68,Medium
1636,19,Male,80.53,3.04,176,29.6,93.29,77.35,Low
1637,22,Female,70.66,1.37,87,15.4,61.83,71.14,Low
1638,19,Male,62.7,1.08,271,7.3,45.23,32.72,Medium
1639,17,Female,93.62,2.71,68,26.0,97.25,54.89,High
1640,23,Female,61.18,2.68,252,27.9,59.22,22.43,Low
1641,24,Female,90.94,1.85,209,38.9,94.69,46.76,Medium
1642,20,Male,68.49,3.53,143,25.1,58.82,92.74,Medium
1643,23,Male,73.57,2.93,190,4.3,91.55,1.49,High
1644,24,Female,61.04,1.26,120,36.5,66.13,26.21,Medium
1645,21,Male,74.73,1.49,35,39.4,50.84,3.21,Medium
1646,23,Male,84.46,2.96,213,38.2,49.73,45.25,Medium
1647,23,Female,73.04,3.5,202,8.4,84.44,67.15,High
1648,20,Male,47.0,3.74,276,36.9,69.91,34.0,Medium
1649,23,Male,52.92,2.31,277,29.9,93.33,59.84,Medium
1650,18,Male,47.86,1.14,202,17.9,51.43,26.57,Medium
1651,24,Male,76.65,3.44,11,12.1,46.59,7.56,High
1652,20,Female,85.78,1.8,233,37.1,80.36,41.63,Medium
1653,20,Female,84.55,1.11,160,10.0,83.46,48.49,Medium
1654,17,Male,87.43,3.11,113,5.8,63.97,78.21,High
1655,18,Male,97.07,2.46,267,14.6,90.25,82.84,High
1656,17,Male,84.94,3.04,256,18.8,63.3,11.34,Medium
1657,22,Female,48.88,3.73,285,8.0,42.05,96.2,Medium
1658,22,Female,46.41,1.37,25,11.4,47.3,0.32,Medium
1659,17,Female,77.09,1.1,268,32.3,97.05,75.44,Medium
1660,19,Male,91.34,2.53,15,13.2,72.85,68.77,Low
1661,20,Male,53.01,2.58,188,15.6,41.12,88.83,High
1662,18,Male,54.16,2.07,56,32.9,88.99,6.02,Low
1663,23,Male,71.48,3.85,139,15.0,82.68,66.95,Medium
1664,17,Male,99.5,2.49,239,37.7,75.12,81.3,Medium
1665,17,Female,45.86,1.15,145,10.8,78.22,85.8,High
1666,18,Male,51.27,2.27,205,17.3,88.52,6.47,Medium
1667,24,Male,51.4,3.86,221,14.7,46.49,63.45,Medium
1668,24,Female,90.5,2.3,46,2.9,40.49,79.89,High
1669,23,Male,56.31,2.68,179,27.5,66.12,42.7,Low
1670,24,Male,71.67,2.13,173,32.4,82.32,9.28,Medium
1671,22,Male,58.66,2.36,142,5.1,74.41,17.71,Medium
1672,24,Male,87.22,3.35,118,22.6,89.62,88.62,Medium
1673,22,Female,95.21,1.33,141,4.4,74.84,74.86,High
1674,23,Male,49.78,3.61,82,35.2,88.8,73.51,Medium
1675,20,Male,55.8,2.38,220,31.1,74.01,83.52,High
1676,22,Female,80.86,1.01,176,24.4,30.66,93.22,Medium
1677,21,Female,94.14,3.15,162,36.3,96.73,90.98,High
1678,20,Female,68.33,2.78,222,7.3,40.43,56.22,Medium
1679,21,Male,79.32,2.46,246,25.1,53.45,57.34,Medium
1680,24,Male,84.97,2.32,56,9.8,78.79,52.55,High
1681,23,Female,54.84,1.5,189,21.4,90.94,16.08,Medium
1682,22,Female,50.69,1.83,296,22.5,60.82,2.65,Medium
1683,23,Female,58.37,2.86,85,2.8,35.11,9.94,High
1684,19,Male,60.57,1.88,155,13.3,98.68,31.33,High
1685,22,Male,74.92,3.53,145,6.9,41.32,68.58,Low
1686,17,Female,64.19,2.54,154,32.9,88.79,3.44,Low
1687,18,Female,45.44,1.85,60,7.6,95.0,53.29,High
1688,20,Female,98.27,1.52,6,36.3,89.85,57.12,Medium
1689,17,Male,92.92,1.7,262,3.1,36.66,75.76,Low
1690,20,Female,62.75,2.31,24,7.9,88.12,87.5,Medium
1691,17,Female,47.53,2.12,35,8.4,65.63,91.18,High
1692,21,Male,40.21,3.59,48,4.1,39.04,4.26,Low
1693,20,Female,70.3,1.66,52,16.8,57.61,96.27,Medium
1694,19,Female,78.52,2.71,31,17.6,96.49,35.01,Low
1695,17,Female,89.64,1.48,260,3.7,54.34,87.79,High
1696,21,Female,40.24,1.72,212,37.9,78.6,5.1,Medium
1697,20,Female,45.18,2.51,92,24.1,33.3,36.99,High
1698,23,Female,47.23,3.27,190,23.4,63.43,23.11,Medium
1699,21,Female,92.08,1.17,223,27.6,86.8,37.24,High
1700,19,Male,85.53,1.42,15,11.1,81.44,68.38,Low
1701,24,Female,57.54,1.49,58,12.1,38.96,82.6,Medium
1702,17,Female,81.15,3.47,31,38.8,64.14,31.34,Low
1703,17,Male,46.64,1.83,172,12.6,98.98,43.87,Medium
1704,23,Female,78.66,3.1,263,12.0,98.26,93.77,Medium
1705,21,Female,67.55,1.49,11,24.3,41.73,84.69,Medium
1706,17,Male,92.95,2.1,22,39.6,93.55,53.67,Low
1707,23,Female,56.05,1.21,279,5.5,48.21,40.66,Medium
1708,22,Female,86.76,2.08,9,31.4,67.17,59.87,High
